title,year
Theremin: An Electronic Odyssey,1994
The Wild Child,1970
Altered States,1980
Any Which Way You Can,1980
The Awakening,1980
Bad Timing,1980
The Big Brawl,1980
American Pie 2,2001
Osmosis Jones,2001
The Others,2001
American Outlaws,2001
All Over the Guy,2001
The Deep End,2001
On the Edge,2001
Session 9,2001
The Turandot Project,2000
Captain Corelli's Mandolin,2001
Rat Race,2001
Aberdeen,2000
Innocence,2000
Bubble Boy,2001
The Curse of the Jade Scorpion,2001
Jay and Silent Bob Strike Back,2001
Ghosts of Mars,2001
Summer Catch,2001
An American Rhapsody,2001
Happy Accidents,2000
Lisa Picard Is Famous,2000
Maybe Baby,2000
Together,2000
Punks,2000
Tortilla Soup,2001
Jeepers Creepers,2001
O,2001
Waking Up in Reno,2002
Speedway Junky,1999
3 Ninjas,1992
3 Ninjas Kick Back,1994
3 Ninjas Knuckle Up,1995
The Hunter,1980
Maniac,1980
Vamp,1986
The Wicker Man,1973
Wish Upon a Star,1996
The Musketeer,2001
Rock Star,2001
Soul Survivors,2001
Two Can Play That Game,2001
Bounce: Behind The Velvet Rope,2001
Diamond Men,2000
Djomeh,2000
The Iron Ladies,2000
Kill Me Later,2001
L.I.E.,2001
Our Lady of the Assassins,2000
Abbott and Costello Meet the Mummy,1955
"Dr. Mabuse, the Gambler",1922
Into the Arms of Strangers: Stories of the Kindertransport,2000
The Glass House,2001
Hardball,2001
Dinner Rush,2000
Haiku Tunnel,2001
Big Trouble,2002
Glitter,2001
Training Day,2001
The American Astronaut,2001
Children Underground,2001
Go Tigers!,2001
Liam,2000
Megiddo: The Omega Code 2,2001
Sidewalks of New York,2001
The Endurance: Shackleton's Legendary Antarctic Expedition,2000
The French Lieutenant's Woman,1981
The Great Silence,1968
The Legend of Hell House,1973
Little Man Tate,1991
Moscow Does Not Believe in Tears,1980
Phantom of the Paradise,1974
The Return of a Man Called Horse,1976
Valdez Is Coming,1971
13 Ghosts,1960
Montenegro,1981
Opera,1987
Father Goose,1964
The Grass Is Greener,1960
A Hole in the Head,1959
Indiscreet,1958
"It's a Mad, Mad, Mad, Mad World",1963
King Solomon's Mines,1937
The Little Foxes,1941
Operation Petticoat,1959
Play Misty for Me,1971
Pocketful of Miracles,1961
Sayonara,1957
The Shop on Main Street,1965
Spring Break,1983
The Vanishing,1993
Silkwood,1983
I Never Promised You a Rose Garden,1977
Quadrophenia,1979
SpaceCamp,1986
When Worlds Collide,1951
Don't Say a Word,2001
Hearts in Atlantis,2001
Zoolander,2001
Born Romantic,2000
Extreme Days,2001
Va Savoir (Who Knows?),2001
Won't Anybody Listen,2001
Joy Ride,2001
Max Keeble's Big Move,2001
Serendipity,2001
Grateful Dawg,2000
La Cienaga,2001
The Big Red One,1980
The Boogey Man,1980
The Party,1980
Lady in a Cage,1964
Brubaker,1980
Can't Stop the Music,1980
Carny,1980
The Changeling,1980
Cheech & Chong's Next Movie,1980
Coal Miner's Daughter,1980
The Competition,1980
Cruising,1980
D.O.A.,1980
Death Ship,1980
The Last Metro,1980
Divine Madness,1980
The Dogs of War,1980
The Learning Curve,2001
Bandits,2001
Corky Romano,2001
Iron Monkey,1993
Fat Girl,2001
Mulholland Drive,2001
My First Mister,2001
Spriggan,1998
Things Behind the Sun,2001
Bones,2001
Brannigan,1975
Clambake,1967
Dirty Harry,1971
Destiny in Space,1994
Fiddler on the Roof,1971
Hail Columbia!,1982
Kansas,1988
Making the Grade,1984
Mission to Mir,1997
Not Without My Daughter,1991
Female Trouble,1974
Titanica,1995
From Hell,2001
The Last Castle,2001
Riding in Cars with Boys,2001
Bangkok Dangerous,1999
Burnt Money,2000
Dancing at the Blue Iguana,2000
Focus,2001
Intimacy,2001
Waking Life,2001
K-PAX,2001
On the Line,2001
Thir13en Ghosts,2001
Better Than Sex,2000
Donnie Darko,2001
High Heels and Low Lifes,2001
Life as a House,2001
The Man Who Wasn't There,2001
Ouch,2000
The Town Is Quiet,2000
Trembling Before G-d,2001
Domestic Disturbance,2001
"Monsters, Inc.",2001
The One,2001
Tape,2001
Heist,2001
Shallow Hal,2001
King of the Jungle,2000
Maze,2000
When a Stranger Calls,1979
Timerider: The Adventure of Lyle Swann,1982
The Wash,2001
Harry Potter and the Philosopher's Stone,2001
The Fluffer,2001
Novocaine,2001
Black Knight,2001
Out Cold,2001
Spy Game,2001
The Devil's Backbone,2001
In the Bedroom,2001
The Way We Laughed,1998
Hell Up In Harlem,1973
Bucktown,1975
Across 110th Street,1972
Le Petit Soldat,1963
The Incredible Shrinking Woman,1981
Katie Tippel,1975
Jabberwocky,1977
Funny Girl,1968
Circus of Horrors,1960
Breathless,1960
The Beastmaster,1982
Midway,1976
MacArthur,1977
The Young Lions,1958
Subway,1985
"Now, Voyager",1942
Little Women,1933
Halls of Montezuma,1951
Guadalcanal Diary,1943
Anzio,1968
The Cheap Detective,1978
Everybody's Famous!,2000
The Last Wave,1977
That Obscure Object of Desire,1977
The Toy,1982
Funeral in Berlin,1966
Don't Go in the House,1980
Dressed to Kill,1980
The Earthling,1980
The Exterminator,1980
The Falls,1980
Fame,1980
Fatso,1980
The Aviator's Wife,1981
The Final Countdown,1980
The First Deadly Sin,1980
Flash Gordon,1980
The Angry Red Planet,1959
At the Earth's Core,1976
Empire of the Ants,1977
The Enforcer,1976
An Eye for an Eye,1981
The Gauntlet,1977
I Bury the Living,1958
Invasion U.S.A.,1985
Lone Wolf McQuade,1983
Lord of the Flies,1990
Morons from Outer Space,1985
The People That Time Forgot,1977
Ocean's Eleven,1960
The Sicilian,1987
The Stunt Man,1980
Sudden Impact,1983
Behind Enemy Lines,2001
The Affair of the Necklace,2001
The Independent,2000
Porn Star: The Legend of Ron Jeremy,2001
Texas Rangers,2001
Ocean's Eleven,2001
Baran,2001
The Business of Strangers,2001
The Incredible Shrinking Man,1957
No Man's Land,2001
Piñero,2001
And Then There Were None,1945
The Blue Angel,1930
Moscow on the Hudson,1984
The Owl and the Pussycat,1970
Amélie,2001
Not Another Teen Movie,2001
Vanilla Sky,2001
Iris,2001
Kandahar,2001
Lantana,2001
The Royal Tenenbaums,2001
Bill & Ted's Bogus Journey,1991
Clockwise,1986
The Crawling Eye,1958
The Holcroft Covenant,1985
Morgan: A Suitable Case for Treatment,1966
Sheena,1984
Silent Rage,1982
Spacehunter: Adventures in the Forbidden Zone,1983
White Water Summer,1987
How High,2001
Jimmy Neutron: Boy Genius,2001
Joe Somebody,2001
Kate & Leopold,2001
The Lord of the Rings: The Fellowship of the Ring,2001
The Majestic,2001
A Beautiful Mind,2001
Little Otik,2001
The Convent,2000
The Defiant Ones,1958
Dodsworth,1936
Medium Cool,1969
Sahara,1943
Fritz the Cat,1972
The Nine Lives of Fritz the Cat,1974
The Party,1968
Separate Tables,1958
Sex and Zen,1991
Topkapi,1964
Witness for the Prosecution,1957
Ali,2001
Black Hawk Down,2001
Charlotte Gray,2001
Yentl,1983
Gosford Park,2001
I Am Sam,2001
Monster's Ball,2001
The Shipping News,2001
The Big Heat,1953
Motorama,1991
Queen Bee,1955
Silent Trigger,1996
Murder by Death,1976
The Servant,1963
The Waterdance,1992
Come Undone,2000
Orange County,2002
Brotherhood of the Wolf,2001
Another 48 Hrs.,1990
What Time Is It There?,2001
China Moon,1994
The Umbrella Woman,1987
Maria's Lovers,1984
Romantic Comedy,1983
The Russia House,1990
Truly Madly Deeply,1990
Wuthering Heights,1970
California Suite,1978
The Long Gray Line,1955
The Flight of Dragons,1982
Dragonslayer,1981
Conan the Destroyer,1984
Fire and Ice,1983
Forbidden Zone,1980
The Formula,1980
Foxes,1980
Galaxina,1980
Impostor,2001
Kung Pow: Enter the Fist,2002
Snow Dogs,2002
48 Hrs.,1982
The Farewell,2000
Italian for Beginners,2000
Time of Favor,2000
Blankman,1994
Brainstorm,1983
Dragon: The Bruce Lee Story,1993
The Enigma of Kaspar Hauser,1974
4 for Texas,1963
Heart of Glass,1976
Little Dieter Needs to Fly,1997
M*A*S*H,1970
Mrs. Soffel,1984
Seconds,1966
One-Eyed Jacks,1961
The Count of Monte Cristo,2002
The Mothman Prophecies,2002
A Walk to Remember,2002
American Adobo,2001
Beijing Bicycle,2001
Hey Happy,2001
Maelström,2000
Metropolis,2001
The Son's Room,2001
Storytelling,2001
Waydowntown,2000
The Adventures of Huck Finn,1993
Cousins,1989
Falling in Love,1984
Young at Heart,1954
Slackers,2002
Birthday Girl,2001
A Rumor of Angels,2000
Rare Birds,2001
Caged Heat,1974
Carmen Jones,1954
The Five Heartbeats,1991
Get Out Your Handkerchiefs,1978
Going Places,1974
Honky Tonk Freeway,1981
The Hunchback of Notre Dame,1956
The Magnificent One,1973
Big Fat Liar,2002
Collateral Damage,2002
Rollerball,2002
"Scotland, Pa.",2001
Baby's Day Out,1994
Bright Eyes,1934
Dimples,1936
Heidi,1937
The Man Who Loved Women,1983
Richard Pryor: Here and Now,1983
Rookie of the Year,1993
The Sandlot,1993
Cows,1992
Don't Look Now,1973
Crossroads,2002
Hart's War,2002
John Q,2002
Return to Never Land,2002
Super Troopers,2001
The Good Son,1993
Last Orders,2001
After the Fox,1966
The Bad and the Beautiful,1952
Cast a Giant Shadow,1966
Designing Woman,1957
Funny Lady,1975
The Heartbreak Kid,1972
Saturday Night and Sunday Morning,1960
Sleuth,1972
Stroszek,1977
Summer of '42,1971
A Touch of Class,1973
Town Without Pity,1961
Used Cars,1980
The Deadly Mantis,1957
Dragonfly,2002
Queen of the Damned,2002
Big Bad Love,2001
Green Dragon,2001
How to Kill Your Neighbor's Dog,2002
The Last Man,2000
Maryam,2002
Mean Machine,2001
Monsoon Wedding,2001
Wendigo,2001
Scratch,2001
State Property,2002
The Bad News Bears,1976
The Bad News Bears Go to Japan,1978
The Bad News Bears in Breaking Training,1977
The Firemen's Ball,1967
The Lone Ranger,1956
The Lone Ranger and the Lost City of Gold,1958
Loves of a Blonde,1965
Vampire Hunter D: Bloodlust,2000
Wild Strawberries,1957
Black Like Me,1964
Cattle Queen of Montana,1954
Under the Skin,1997
40 Days and 40 Nights,2002
We Were Soldiers,2002
Trouble Every Day,2001
The Arena,1974
The Big Bird Cage,1972
The Big Doll House,1971
The Church,1989
Cross Creek,1983
FernGully: The Last Rainforest,1992
Hell of the Living Dead,1980
Intersection,1994
"Jo Jo Dancer, Your Life Is Calling",1986
StageFright: Aquarius,1987
A Troll in Central Park,1994
Zombie Flesh Eaters,1979
The Amazing Quest of Ernest Bliss,1936
My Favorite Brunette,1947
Royal Wedding,1951
Scarlet Street,1945
All About the Benjamins,2002
The Time Machine,2002
Full Frontal,2002
Divorcing Jack,1998
The Field,1990
Hidden Agenda,1990
The Magnificent Ambersons,1942
Fun,1994
Gloria,1980
The Great Rock 'n' Roll Swindle,1980
Hangar 18,1980
Hawk the Slayer,1980
He Knows You're Alone,1980
Heaven's Gate,1980
Hero at Large,1980
Honeysuckle Rose,1980
Hopscotch,1980
How to Beat the High Co$t of Living,1980
Humanoids from the Deep,1980
Inside Moves,1980
The Island,1980
The Jazz Singer,1980
Who's Singin' Over There?,1980
Zombie Lake,1981
Lion of the Desert,1981
Little Darlings,1980
The Long Good Friday,1980
The Long Riders,1980
The Man Who Saw Tomorrow,1981
Eaten Alive!,1980
Mon Oncle d'Amérique,1980
The Monster Club,1981
Death Watch,1980
Motel Hell,1980
Mother's Day,1980
The Mountain Men,1980
The Ninth Configuration,1980
Burial Ground,1981
The Nude Bomb,1980
The Octagon,1980
"Oh, God! Book II",1980
"Oh, God!",1977
Oh Heavenly Dog,1980
"Pepi, Luci, Bom",1980
Super Fuzz,1980
Ice Age,2002
Resident Evil,2002
Showtime,2002
Harrison's Flowers,2000
Kissing Jessica Stein,2001
Pauline & Paulette,2001
Promises,2001
Y Tu Mamá También,2001
All the Right Moves,1983
Barabbas,1961
The Ghost Breakers,1940
I Think I Do,1998
The Paleface,1948
Road to Morocco,1942
Road to Singapore,1940
Road to Utopia,1946
Road to Zanzibar,1941
Split Second,1992
A Tale of Springtime,1990
Taps,1981
Return of the Secaucus Seven,1980
Rude Boy,1980
Running Scared,1980
Seems Like Old Times,1980
Serial,1980
The Young Master,1980
Shogun Assassin,1980
Simon,1980
Smokey and the Bandit II,1980
Smokey and the Bandit,1977
Smokey and the Bandit Part 3,1983
Spetters,1980
Stir Crazy,1980
Sällskapsresan - eller finns det svenskt kaffe på grisfesten?,1980
Teheran '43,1980
Tender Cousins,1980
Blade II,2002
Sorority Boys,2002
Stolen Summer,2002
In The Winter Dark,1998
George Washington,2000
Homicidal,1961
Life Is to Whistle,1998
The Light at the Edge of the World,1971
Mr. Sardonicus,1961
Strait-Jacket,1964
Clockstoppers,2002
Death to Smoochy,2002
Panic Room,2002
The Rookie,2002
No Such Thing,2001
The Piano Teacher,2001
Teddy Bears' Picnic,2002
30 YEARS TO LIFE,2003
Time Out,2001
Very Annie Mary,2001
Bar Girls,1994
Boxcar Bertha,1972
Crimes of Passion,1984
The Evil That Men Do,1984
Fraternity Vacation,1985
Impromptu,1991
Salmonberries,1991
The Wrong Guys,1988
High Crimes,2002
National Lampoon’s Van Wilder,2002
Crush,2001
Lucky Break,2001
Les Destinées sentimentales,2000
"After Dark, My Sweet",1990
The Atomic Cafe,1982
Body and Soul,1947
First Men in the Moon,1964
Rashomon,1950
Slap Shot,1977
Changing Lanes,2002
Frailty,2001
New Best Friend,2002
The Sweetest Thing,2002
The Cat's Meow,2001
Human Nature,2001
My Big Fat Greek Wedding,2002
3:10 to Yuma,1957
Bite the Bullet,1975
Breakout,1975
Joe Versus the Volcano,1990
"Rome, Open City",1945
Return of the Killer Tomatoes!,1988
Return to Horror High,1987
Taking Care of Business,1990
Three Men and a Baby,1987
Three Men and a Little Lady,1990
Transylvania 6-5000,1985
The Watcher in the Woods,1980
Murder by Numbers,2002
The Scorpion King,2002
Behind the Sun,2001
Chelsea Walls,2002
Enigma,2001
Girls Can't Swim,2000
Joshua,2002
Nine Queens,2000
Spooky House,2004
The Triumph of Love,2001
World Traveler,2002
Jason X,2001
Life or Something Like It,2002
Dogtown and Z-Boys,2001
"Frank McKlusky, C.I.",2002
In Praise of Love,2001
Rain,2001
Salton Sea,2002
Some Body,2001
Vulgar,2000
The Aviator,1985
Bob le Flambeur,1956
Cadillac Man,1990
The Coca-Cola Kid,1985
Cuba,1979
Delirious,1991
Full Moon in Blue Water,1988
Husbands and Wives,1992
Joe,1970
Lenny,1974
Nomads,1986
The Temp,1993
Thief of Hearts,1984
Triumph of the Spirit,1989
Wild Orchid,1989
Deuces Wild,2002
Hollywood Ending,2002
Spider-Man,2002
The Mystic Masseur,2001
Warm Water Under a Red Bridge,2001
The Big Sleep,1978
Butterflies Are Free,1972
Cactus Flower,1969
The Cassandra Crossing,1976
The Giant Spider Invasion,1975
Iron Will,1994
Mountains of the Moon,1990
Rambling Rose,1991
The Survivors,1983
White Fang,1991
White Fang 2: Myth of the White Wolf,1994
The New Guy,2002
Unfaithful,2002
The Lady and the Duke,2001
Whore,1991
My Beautiful Laundrette,1985
Ballad of a Soldier,1959
Big Bad Mama,1974
Big Bad Mama II,1987
Beyond the Darkness,1979
Calamity Jane,1953
The Cranes Are Flying,1957
Devil Doll,1964
The Harvey Girls,1946
The Lady in Red,1979
About a Boy,2002
Star Wars: Episode II - Attack of the Clones,2002
The Believer,2001
The Importance of Being Earnest,2002
The Charge of the Light Brigade,1968
Every Which Way But Loose,1978
The Hound of the Baskervilles,1959
I Want to Live!,1958
The Last Waltz,1978
The Pride and the Passion,1957
Enough,2002
Insomnia,2002
Spirit: Stallion of the Cimarron,2002
CQ,2001
Thirteen Conversations About One Thing,2001
Bus Stop,1956
Cowboy,1958
Don't Bother to Knock,1952
The Gambler,1974
Let's Make Love,1960
Monkey Business,1952
Requiem for a Heavyweight,1962
River of No Return,1954
The Sum of All Fears,2002
Undercover Brother,2002
The Diaries of Vaslav Nijinsky,2002
The Sleepy Time Gal,2001
84 Charing Cross Road,1987
Dakota,1945
The Desert Rats,1953
Season's Beatings,1999
Nora,2000
Rapid Fire,1992
Silent Running,1972
Summer Holiday,1963
The Villain,1979
Zombie Holocaust,1980
Bad Company,2002
Divine Secrets of the Ya-Ya Sisterhood,2002
Cherish,2002
Atanarjuat: The Fast Runner,2002
The Bourne Identity,2002
Scooby-Doo,2002
Windtalkers,2002
The Dangerous Lives of Altar Boys,2002
The Emperor's New Clothes,2001
Gangster No. 1,2000
Harvard Man,2001
Dark Blue World,2001
Bad Company,1972
Caveman,1981
Cheech & Chong's The Corsican Brothers,1984
5 Card Stud,1968
For a Lost Soldier,1992
Goin' South,1978
Hero and the Terror,1988
Silver Bullet,1985
"Sorry, Wrong Number",1948
Hombre,1967
The Horse's Mouth,1958
The Manhattan Project,1986
Men at Work,1990
S.O.B.,1981
She Wore a Yellow Ribbon,1949
Traces of Red,1992
V.I. Warshawski,1991
Juwanna Mann,2002
Lilo & Stitch,2002
Minority Report,2002
Rabbit-Proof Fence,2002
Sunshine State,2002
Hey Arnold! The Movie,2002
Mr. Deeds,2002
Lovely & Amazing,2001
Pumpkin,2002
Look Who's Talking Now!,1993
Lost in Yonkers,1993
Mo' Money,1992
The Object of Beauty,1991
Wagons East!,1994
Zebrahead,1992
Like Mike,2002
Men in Black II,2002
The Powerpuff Girls Movie,2002
Me Without You,2001
The Crocodile Hunter: Collision Course,2002
Reign of Fire,2002
Road to Perdition,2002
All About Lily Chou-Chou,2001
My Wife Is an Actress,2001
Never Again,2002
20 Million Miles to Earth,1957
Grand Theft Auto,1977
The Importance of Being Earnest,1952
Perfect,1985
1776,1972
Fox and His Friends,1975
The Legend of Boggy Creek,1972
Z,1969
Halloween: Resurrection,2002
Sex and Lucia,2001
Eight Legged Freaks,2002
K-19: The Widowmaker,2002
Stuart Little 2,2002
Austin Powers in Goldmember,2002
The Country Bears,2002
The Kid Stays in the Picture,2002
Happy Times,2000
Tadpole,2002
Who Is Cletis Tout?,2001
Harry and Walter Go To New York,1976
The Merchant of Four Seasons,1971
Nosferatu the Vampyre,1979
The Big Bus,1976
The Eddy Duchin Story,1956
Fathom,1967
In Like Flint,1967
La Terra Trema,1948
Modesty Blaise,1966
Ossessione,1943
Our Man Flint,1966
Red Beard,1965
Robin and Marian,1976
Top Secret!,1984
The Master of Disguise,2002
Signs,2002
The Last Kiss,2001
Spy Kids 2: The Island of Lost Dreams,2002
The Good Girl,2002
Blood Work,2002
xXx,2002
24 Hour Party People,2002
Biggie and Tupac,2002
The Château,2001
Trois 2: Pandora's Box,2004
Secret Ballot,2001
Martin Lawrence Live: Runteldat,2002
Lan Yu,2001
Songs from the Second Floor,2000
Read My Lips,2001
Merci pour le Chocolat,2000
Beau Pere,1981
Change of Habit,1969
A Matter of Taste,2000
The Principal,1987
Rollerball,1975
The Adventures of Pluto Nash,2002
Blue Crush,2002
Mostly Martha,2001
The Isle,2000
Possession,2002
One Hour Photo,2002
Serving Sara,2002
S1m0ne,2002
Undisputed,2002
Amy's Orgasm,2001
Children on Their Birthdays,2002
Hush!,2001
How I Killed My Father,2001
Hybrid,2000
Satin Rouge,2002
The Care Bears Movie,1985
Care Bears Movie II: A New Generation,1986
Clash of the Titans,1981
Hot Shots!,1991
Nightmare City,1980
The Swarm,1978
Time After Time,1979
The Unearthly,1957
976-EVIL,1988
Camilla,1994
Down and Out in Beverly Hills,1986
Flaming Star,1960
Love Me Tender,1956
The Return of the Vampire,1943
The Revenge of Frankenstein,1958
Stakeout,1987
Wild in the Country,1961
Wolfen,1981
FearDotCom,2002
Slap Her... She's French,2002
Love and a Bullet,2002
Mad Love,2001
À Nous la Liberté,1931
True Colors,1991
Snipes,2001
City By The Sea,2002
Swimfan,2002
Heartbreak Hospital,2002
The Incubus,1982
Johnny Dangerously,1984
The Last House on the Left,1972
Thesis,1996
The Pinochet Case,2001
Barbershop,2002
Stealing Harvard,2002
The Transporter,2002
Betty Fisher and Other Stories,2001
The Children of the Century,1999
Igby Goes Down,2002
Quitting,2001
Aspen Extreme,1993
Betsy's Wedding,1990
Captain Ron,1992
The Devil Bat,1940
Ernest Goes to Jail,1990
Ernest Scared Stupid,1991
The Gypsy Moths,1969
The Hills Have Eyes Part II,1984
The Hills Have Eyes,1977
Indian Summer,1993
The Mack,1973
Monkey Trouble,1994
Monster in the Closet,1986
No Way to Treat a Lady,1968
Shock Waves,1977
